firm,pros,cons,sentiment,rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt
IBM,there is a pleasent environment to work and you can explore your self you can choose or switch depends on your interest and skill set,no timely promotions no proper treatment no proper allowances no work life balance no one cares about your growth even when you deliver the best,Neutral,3,2.0,2.0,3.0,3.0,2.0,2.0
Vodafone,good company good people interesting heat,target problem solving experience future,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
IBM,good brand too many channel conflicts,poor leadership no innovation dont take care of customers,Negative,1,1.0,1.0,2.0,2.0,3.0,1.0
EY,atmosphere was ok lunch tickets,micro management no free coffe difficult do grow,Neutral,3,1.0,2.0,3.0,3.0,3.0,2.0
BT,great teamwork and support from managers flexibility when needed ie childcare problems or parents evening a various amount of shift patterns that could be worked to suit everyone excellent rate of pay with increases achievable twice a year managers that have worked their way up so know what advisors are going through and are undrstanding to their teams needs lots of car parking spaces great canteen giving a good vaied selection of meals the opportunity to purchase books and perfumes etc when traders come in on set days this is especially helpfull in the run up to christmas as most will hold a cheque till payday bt also has a web based application call owl which is jam packed with information for staff according to which campaign you are working on this is a valuable resource with up to date prices promotion and links,training could be better when there are new campaigns launched for example when oneview was launched towards the later part of there were lots of applications that didnt work on it in the training sessions so when you got out on the floor you were having to ask for help for the first couple of weeks and as the ration of coaches to staff are very low this meant having to wait up to mins to get a coach to assist so you could finish the call with the customers enquiry resolved thus affecting cht and customer experience there should be more coaches floorwalkers available in times where needed this can be identified by the number of new starters or changes to campaigns,Positive,5,4.0,3.0,3.0,4.0,3.0,4.0
Barclays,hr policies are very supportive people are great the job is rewarding,theres too much change happening too regularly not enough is done to retain staff beyond months,Positive,4,3.0,2.0,3.0,4.0,4.0,3.0
Marks-and-Spencer,good salary friendly staff nice enough facilities,company systems are slow they always seem understaffed so your burden is high,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Grant-Thornton,good work environment and flexible hours,working hours may be huge sometimes,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Apple,great perks the most stable and financially supportive job you can have,can be frustrating with internal policies,Positive,4,2.0,3.0,5.0,3.0,5.0,3.0
Marriott-International,workers are friendly and helpful,sometimes guests are rude to you,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
WLT-Group,good bunch if people to work with,spilt divid between the wl and tag staff never changed the culture in the office environment,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Oracle,super supportive people and amazing teams,you can feel burned out from this role really easily,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Aon,great benefits and employeecentric good leadership training,my business unit has some inherent management problems that were not resolved by aons acquisition of the organization,Positive,4,3.0,2.0,3.0,3.0,5.0,3.0
Apple,good company to work for,none that i can think of,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
ASDA,good hours good team members decent pay,lazy management line manager cant be relied on at times,Positive,4,3.0,3.0,3.0,4.0,3.0,3.0
Diageo,great people development challenging and dynamic atmospher,frequent lay off of staff,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Imperial-College-London,high quality research high level of facilities good networking opportunity good collaboration opportunities,difficult to make career progression,Positive,4,3.0,5.0,3.0,2.0,4.0,4.0
J-Sainsbury,good people in the work place,hard to move up the ladder,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Santander,strong focus on friendly and cooperative working culture relatively new and small company so lots of scope for growth lots of responsibility integration with higher levels at the bank,organisation could be improved,Positive,4,4.0,5.0,3.0,5.0,4.0,5.0
Microsoft,benefits plans good opportunities for developers worklife balance pretty good stable business model and solid infrastructure to support the work,professional future is purely based on your personal network within the company a lot of office politics that drive the daily work,Neutral,3,4.0,3.0,3.0,3.0,4.0,2.0
J-Sainsbury,really awesome place to work,low pay for what you do,Positive,5,4.0,5.0,3.0,3.0,3.0,4.0
PwC,work with the biggest clients great reputation,very procedural and very hierarchical,Positive,5,3.0,4.0,3.0,5.0,5.0,4.0
Diageo,diageo is a great company to work for the environment is friendly with nice products still competitive benefits annual leave days and also pensions plan is good people are encouraged to stand up for themselves they are open to all views,the environment is friendly sometimes too friendly hence opportunities to step up the career ladder often only comes if you made the right friends after the recent changes in the company it is also more apparent that anything apart from the roles that are bringing in the profit they are cutting down so lots of job cuts especially by functions being moved to lower cost areas outside of uk being in a function role is not an advantage if youd like to get your further education sponsored either thats just something what they dont invest in,Positive,4,4.0,3.0,3.0,4.0,4.0,2.0
WHSmith,not any really apart from employee discount on food,never go for the name the management treats their employees as expendables,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Primark,flexible hours and overtime available,managers are not well trained,Negative,2,3.0,3.0,3.0,3.0,2.0,1.0
Microsoft,very smart people all over the company great benefits diverse projects and startup mentality,little growth oppurtunities in some areas of the company worklife balance not very tranparent reviews system unneccasry management layers inexperienced managers,Neutral,3,2.0,3.0,3.0,2.0,3.0,1.0
J-P-Morgan,pay managers location culture office,hours work load progression diversity people,Positive,4,1.0,4.0,4.0,5.0,5.0,3.0
Deloitte,good culture senior leadership are very friendly and understanding,much work stress the quality of the work is mediocre but quantity of work load is huge,Positive,4,2.0,4.0,3.0,3.0,4.0,4.0
Goldman-Sachs,great to have on a resume and the experience and knowledge gained is invaluable the people are great,this company doesnt seem like what it used to be morale seems lower no work life balance even though there could be if they werent so cheap to invest in technology ayco seems more of a puppet of goldman,Negative,2,1.0,2.0,3.0,3.0,2.0,2.0
Boston-Consulting-Group,pros include great for cv well designed frameworks and methodologies youll learn a lot if you put time in generally cordial and friendly work environment with lots of perks eg free lunches happy hour social etc good compensation benefits,my comments reflect working specifically in the knowledge practice which is neither support services nor consulting massive reorgs going on job changes eliminations etc new more consultantlike job requirements time expertise pressure to bill same pay limited optionality for career growth in kt unless you want to leave and go somewhere else or go into consulting at bcg massively hierarchical nearly draconian management style of kt management tremendous layers thick with political drama favoritism and croneyism,Negative,2,4.0,3.0,3.0,2.0,3.0,2.0
Morgan-Stanley,long training programme better than competitors,training not in ny petty i know,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
HSBC-Holdings,good benefits and work life balance,depends on your department mine is ok,Positive,4,4.0,4.0,3.0,4.0,4.0,4.0
Deloitte,high pay and can work from home sometimes you are in control of your own career lots of free drinks if youre into that,you have to find your own positions to work at which can be very stressful work long hours networking is more important than quality of work,Negative,2,2.0,3.0,3.0,4.0,4.0,2.0
Apple,great benefits from day one coworkers are generally nice and pretty enthusiastic,despite all the talk about positioning and expectations in the interview process it all seems lost in the store environment the core training says apple encourages feedback across management lines but in practice it seems like feedback in all downstream the mantra is this is retail which is at least a shot at honesty training time for creatives is not a priority even though pro certifications are high on the priority list so i guess i expected to get the opportunity to learn more indepth stuff about apple pro software and then teach it to customers who are using those products instead creatives at our store are used as fill ins anywhere else in the store when we are not training there is also some subtle sexism from management including the women most of whom seems to be from some other mall store management position and they dont approach me with technical or software questions the way they do my male coworkers worklife balance is not on anyones balance sheet either so expect to make attempts to rearrange your life around a totally random schedule no matter how hard you work you have to self motivate at least at this store because that is the only motivation you will get i am really disappointed this has turned out like this and am using my few days off and i mean that literally we often work eight in a row to look for more reasonable work even in this tough economy my work ethic is huge and i will continue to work as hard as i can to make the customers in my store happy and make them feel valued until i move on,Negative,2,1.0,3.0,3.0,2.0,3.0,1.0
Grant-Thornton,nice people ability to work with the same people on numerous projects throughout the year,not enough good mentors compensation is below market,Positive,4,2.0,3.0,3.0,3.0,3.0,3.0
BNY-Mellon,nice work environment good opportunities,complex business model to work with,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Goldman-Sachs,the people are very competent and helpful they all are very driven and create a workplace that is fun and challenging to be a part of,employees at goldman sachs are in the spotlight because of the firms place in the spotlight this has its negatives when it comes to social situations,Positive,5,5.0,3.0,3.0,5.0,5.0,5.0
McDonald-s,great benefits very very flexible,not good pay if not a crew trainer or manager,Positive,5,5.0,5.0,3.0,2.0,4.0,5.0
PwC,perfect company to start your career great learning experience everybody is approachable and collaborative respectful ethical and supportive,nothing i could think of in my years of experience,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
EY,good learning and knowledge enhancement,no work life and pressure is there,Positive,4,2.0,2.0,3.0,2.0,2.0,4.0
PwC,travel was very common almnos twice a month,time consuming people dont care,Neutral,3,1.0,4.0,3.0,5.0,3.0,3.0
McDonald-s,its a great place to work,i enjoyed it there haha,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
Microsoft,culture people technology and growth opportunities,i cant think of any cons working at microsoft at least in my experience,Positive,5,4.0,5.0,3.0,5.0,4.0,5.0
J-Sainsbury,stable working hours and competitive salary people who works there are just great and enthusiastic,no flexibility long interview process,Positive,5,5.0,5.0,3.0,5.0,4.0,4.0
University-College-London,smart people good location world class opportunities prestige,low pay in london,Positive,4,5.0,5.0,3.0,3.0,1.0,2.0
EY,im looking out for a career in this company for a better opportunity to learn things in market and to see myself in this company for a longer term,need to learn the process a quick learner with a lot of interest in building career in this company as its one of my favourite and dream company to grow myself in the organisation,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Oracle,workers are really good in general,really poor sales management bordering on bullying,Negative,1,2.0,3.0,3.0,1.0,2.0,1.0
Deloitte,good work culture and diversity,less hike and more pressure,Neutral,3,1.0,4.0,4.0,3.0,3.0,3.0
J-P-Morgan,there are a lot of opportunities for growth,a lof of bureaucratic red tape,Positive,4,4.0,4.0,3.0,4.0,4.0,4.0
IBM,at ibm research you are surrounded by a lot of very smart people and many innovative projects people are highly focused on their research topics and there is a lot of diversity among coworkers new ideas are encouraged and there is funding for adventurous research projects as well as shortterm projects which contribute directly to software group products people are encouraged to participate in the academic community by collaborating with professors and publishing papers in conferences and journals generating ip in terms of patents is also rewarded,ibm research is not well connected to ibms customers we always have to go through another layer or of ibm sales or services to deliver anything to the customer the other divisions of ibm have incentives and motives that are not always aligned with researchs success though some projects are funded by ibm itself departments have goals for the revenue they need to bring in from outside ibm and the bureaucracy and layering makes it difficult to reach those goals also within ibm research there are research staff members typically phds and software engineers more likely ms holders and the projects are usually focused around the interests of the rsms with sw engrs in basically supporting roles,Neutral,3,4.0,3.0,3.0,2.0,3.0,4.0
Tesco,the team spirit is awesome and everyone is happy to help no matter what the work is also not to demanding,the hours can sometimes be unsociable and its hard to swap shifts when you need to for family reasons,Positive,5,3.0,4.0,3.0,4.0,3.0,3.0
Specsavers,great friendly atmosphere learning fast paced,small puny terrible pay which doesnt leave much to live on,Positive,4,4.0,4.0,3.0,4.0,1.0,4.0
Roche,great people with a passion for helping patients good benefit structure and the company continuously looks to add optionsitems brand reputation in the market,revenue stream continues to be challenged products that would disrupt the market have been pushed back on timelines some individuals in leadership are in it for themselves atmosphere has become somewhat negative due to changes in the market and reorganizations,Negative,2,2.0,3.0,3.0,2.0,4.0,3.0
Thomson-Reuters,good salary relaxed atmosphere easy job,no career progress impossible to grow within the organisation,Negative,2,5.0,1.0,3.0,1.0,4.0,1.0
EY,great learning opportunities good exposure,long working hours less work life balance,Positive,4,3.0,4.0,4.0,3.0,4.0,3.0
SAP,innovation people culture career development,not easy to adapt to a culture of the company,Positive,5,5.0,5.0,3.0,4.0,5.0,5.0
Oracle,you get to learn and develop core technologies middleware that is in use all around the world by millions or in the case of java billions of users you are building industryleading software,there is just too much process too many layers of management slow release cycle too much red tape agility is missing mediocracy is often tolerated,Positive,5,4.0,3.0,3.0,4.0,4.0,2.0
Oracle,fast pace high energy environment with lots of smart people,too many individual agendas and difficult to set a comprehensive long term strategy,Negative,2,1.0,2.0,3.0,2.0,3.0,1.0
SAP,people topics good benefits and social engagement and responsibility,stock market focus bring something new every months impacts necessary endurance sap needs to get the innovation into the market it is difficult for customers to keep up with the innovation cycles,Positive,5,3.0,5.0,5.0,5.0,5.0,4.0
Priory-Group,helping the kids is the only good thing,bad management bad pay bad hours run homes like correctional units,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Oracle,flexible timings no logging hours,never expect either hikes or employee benefits,Neutral,3,5.0,5.0,2.0,3.0,1.0,5.0
J-P-Morgan,great well organized company an established program that gets real work responsibility and development,of rotation jobs are controllership this is not made apparent coming in,Positive,4,5.0,4.0,3.0,4.0,4.0,5.0
University-of-Birmingham,beautiful campus good collaborations with industry world class research nice staff flexible hours plenty of opportunities to learn and develop,research funding shortage not many academic opportunities available the reputation was declining but i hope it will recover soon,Positive,4,5.0,5.0,3.0,4.0,5.0,3.0
McDonald-s,flexible simple high autonomy sociable,sometimes unorganised crew areas dilapidated,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,free break meal half off of one meal once a day,overworked and underpaid not worth the hr unless you live with family and have nothing to pay,Neutral,3,1.0,3.0,3.0,2.0,2.0,5.0
Deloitte,work is good exposure to clients,salary is way below market,Positive,4,1.0,5.0,3.0,3.0,4.0,4.0
Morgan-Stanley,management takes feedback seriously and focuses on the growth of a person,not adaptive towards change no perks except cab facility,Positive,5,4.0,5.0,3.0,5.0,4.0,5.0
Marriott-International,your extra hours are paid for,goals are not achievable with tools and staff provided,Negative,2,4.0,3.0,3.0,4.0,3.0,2.0
Holiday-Inn,its inside in the cool air or heat,long days not telling when youll get off,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Boots,working hours teamwork across area,closed group for promotion values not taken seriously stress not addressed for some members of staff,Positive,4,3.0,3.0,3.0,3.0,4.0,3.0
PwC,great experience and knowledge in this job,lots of hours and work low salary,Neutral,3,1.0,2.0,3.0,4.0,2.0,3.0
Tesco,good people flexible hours has some good benefits,dont offer full time contacts,Positive,5,4.0,3.0,3.0,3.0,4.0,3.0
Hilton,this is the best company in the industry to work for,i dont have a con to my job,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
American-Express,great place for freshers as they have the opportunity to learn different lobs early in their career,legacy employer so need to learning to build relationships is the key to success,Positive,5,5.0,5.0,3.0,4.0,5.0,3.0
J-P-Morgan,good salary bonus work life balance,getting promoted may take time,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
Marks-and-Spencer,wellpaying for young workers pleasant colleagues external to the management,toxic culture in the management poor liaising between upper management and customerfacing staff,Negative,2,1.0,2.0,3.0,2.0,3.0,1.0
EY,great opportunity to develop multiple skills,the long term travel that comes with certain clients,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
DHL-Supply-Chain,very good logistics school for young professionals,bad remuneration and environment with too much politics,Neutral,3,2.0,4.0,3.0,3.0,2.0,2.0
McDonald-s,ok place to work to earn some extra cash,low pay although very flexible hours,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Kurt-Geiger,staff discount is the only good thing,management are awfulmainly area manager they will bully you to leave if you make one mistake or they just simply dont like you ive watched the area manager cause staff members to have mental break downs such a vile place to work,Negative,1,3.0,3.0,3.0,3.0,3.0,3.0
IBM,excellent work and life balance,the company has been on freeze since long time ago however only people with good networking is having the opportunity of a raise salary or a promotion,Positive,4,5.0,4.0,3.0,2.0,3.0,2.0
McDonald-s,flexible casual good training and experience,low pay and no benefits,Positive,4,3.0,3.0,3.0,4.0,2.0,4.0
Citi,benefits you get monthly incentive but it depends on how much you collect and then you get scored between all collections agents including in different states to determine how much incentive you get,citi is very strict on procedures you mess up once and you get put on a final for example if you miss a cease and desist when a client says to stop all contact and you dont notate the account properly youre put on a final,Positive,4,3.0,3.0,3.0,3.0,4.0,3.0
Oracle,oracle technology exposure perhaps and a faint possibility of international travel and placement in the long run,top management is incompetent you should meet the rvpvps of consulting practices they arent anywhere close to the calibre of oracle vps company replete with cronyism process maturity is lacking they still do waterfallish batched releases bellcurve grading ensures most of the percentlle talent leaves very officious oracle policies which leaves the onus of all financial risks on the employee in fact they have a barely publicized policy that allows you alter their medical insurance details during a window of one week in the entire year if you are on leave caught up whatever forget it you sit without insurance for the entire year similar tedious procedures on expenseamex reimbursements ensures the payment is always delayed leaving the employee to pay the fines pay is bad pay hikes are negligible often without hikes oracle makes a fat wad centrally none of which reaches india finally hr has a reverse role in this company they are out make life of the breadwinner as bad as possible with long winded policies bad tools for hcm pathetic recruitment these guys lie about ctc the bonus is usually of said amount on top of an already bad package bottom line please dont get fooled and join this company for techexposure there are plenty of options outside nowadays this applies specifically to midsenior management who they usually dont recruit anyway because they are a closed coterie and very closed to new peopleideas old product is uncompetitive new product is forever in the making having just a couple of clients in years of existence giving very little opportunities for the employees,Negative,1,1.0,1.0,3.0,2.0,1.0,1.0
EY,flexible great company culture lots of learning opportunities,busy season requires longer work hours,Positive,5,5.0,5.0,3.0,5.0,4.0,5.0
Sodexo,flexible hours great opportunities to work many hours,management is inconsistent not flexible at all,Neutral,3,1.0,2.0,3.0,2.0,2.0,1.0
Oracle,quality work opportunities to learn and work overseas flexible and relaxed work environment work is the only thing that matters nominimum politics cultural activities,low appreciationrecognition for good work low transparency regards to company strategy and business ongoings sometimes people are promoted only because of the number of years they spent for eg the client relationship manager in new york area couldnt manage relationship with the clients like rival firms i worked there for years and i as a consultant was managing the relationship and doing her work i saw her meet the client only when the project was awarded to a rival firm,Positive,5,4.0,4.0,3.0,5.0,3.0,3.0
IBM,ibm is still a global powerhouse with a lot of opportunities if you can figure out how to navigate the bureaucracy im on the consulting side called global business solutions rather than the more famous innovation side called global technical solutions as a consulting firm they are about average you tend to work on small teams and get to know people in your cadre those people are usually pretty good they have also figured out how to recruit from colleges and hire a lot of very bright college grads and still train them most of the time you are working with good people there is also lots of online training available on your own time you can learn just about anything you want related to technology they have amazing resources available to all employees if you can find them senior management seems to be embracing actual change toward more modern business practices performance ratings are a little less arbitrary than they used to be they are trying really hard to use agile methods in everything they do they seem to have discoveredand are taking seriouslycustomer satisfaction,it is very difficult to find resources the benefits are continually reducing for example they no long match k contributions with each paycheck they wait to see if youre still around at the end of the year and make a lump sum payment so they not you get the benefits of dollarcost averaging people management is an extra duty assigned to someone who is being rewarded for doing something else getting a helpful manager is luckof thedraw and the odds are no in your favor finding your next assignment or developing your skills is entirely up to you,Neutral,3,2.0,4.0,3.0,4.0,3.0,4.0
Savills,good leadership good work life balance and excellent opportunities,low salary and higher bonus,Positive,4,4.0,5.0,3.0,4.0,3.0,4.0
McDonald-s,good way to start off your career,too much pressure from manager when it is busy,Neutral,3,3.0,3.0,3.0,3.0,3.0,2.0
Serco-Group,good challenging task to face day to day many things to learn,no work and personal life balance,Negative,2,1.0,2.0,3.0,1.0,2.0,2.0
McKinsey-and-Company,variety of project experiences growth opportunities immediately great peoplementorssponsors to work with,moving forward mckinsey should look to hirepromote more analytics leadership for proper scoping of data science projects,Positive,5,3.0,4.0,5.0,5.0,4.0,3.0
McDonald-s,they were really nice and i learned a lot working here,very late hours because it is open,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
IBM,lot of opportunities to learn new things and change career options,promotions hikes are often not justified,Positive,4,5.0,5.0,3.0,5.0,3.0,4.0
SAP,wages and benefits are very good good infrastructure,misses career plan hard to move inside of the company hr is not too participative in career development too much workload and stress on project deployments,Positive,4,3.0,5.0,5.0,2.0,5.0,4.0
Serco-Group,the nature of work lots to learn in my area,the salary is to low for and overseas employee and management need to do their job,Positive,4,4.0,4.0,3.0,4.0,3.0,5.0
McDonald-s,decent pay flexible hours free food good management,uncommitted coworkers bad work environment lack of organization bad communication of values and policies,Positive,4,5.0,2.0,3.0,3.0,2.0,3.0
McDonald-s,nothing its sucked very badly,horrible experience never go there ever,Negative,1,3.0,3.0,3.0,3.0,3.0,3.0
SAP,great support across the board and incredibly intelligent colleagues agility with substantial resources and treated fairly throughout,lack of broader understanding of the travel products as core is focused on entirely different business unitsverticals,Positive,4,4.0,4.0,3.0,3.0,3.0,4.0
Oliver-Wyman,culture people benefits compensation opportunities,travelling long hours relatively focused on finance banking,Positive,5,3.0,5.0,4.0,4.0,4.0,5.0
PwC,good compensation and allowances for wfh set up good training before work commencement,trainings for specialized services are insufficient,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Waitrose,company benefit such as yearly bonuses feeling like you are contributing to the company as a whole with the role of stake holder efficient onthejob training trained in different sections to add variety,introduced policy where you were not allowed to take initiative and find cover if you knew you could not make a shift because it meant this person would not be available for overtime,Positive,4,3.0,5.0,3.0,4.0,3.0,4.0
IBM,good place lots of learning opportunity,need to have unbiased management,Positive,5,5.0,5.0,3.0,5.0,4.0,3.0
Sky,fast paced working environment the people can be really resilient nice working environment,at times it can seem really disorganised focus is on stats and not enough on people often fail to folllow correct processes,Neutral,3,2.0,4.0,3.0,3.0,4.0,1.0
Goldman-Sachs,great people to work with,long hours to get used to,Positive,5,1.0,5.0,5.0,4.0,4.0,4.0
Marriott-International,workculture trainings adabtability ethics values,longhours incentives pay hikes flexibility,Positive,4,4.0,3.0,3.0,4.0,3.0,4.0
IBM,flexible trainings and academy help good atmosphere to learn and develop,hike for employees started as ghs is comparatively less,Positive,4,4.0,5.0,3.0,4.0,2.0,3.0
Apple,amazing benefits for a retail roles and great people to work with,honestly disregarding the given cons for working retail there isnt a lot to complain about,Positive,5,3.0,4.0,3.0,4.0,4.0,3.0
The-Salvation-Army,make some cool finds and meet some interesting people,you meet some interesting people,Positive,4,5.0,4.0,3.0,3.0,3.0,4.0
Waitrose,great work colleagues good management,not flexible difficult to use annual leave on chosen dates,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Citi,great benefits nice facility with many amenities awesome people,management always changing bad chemistry within dept,Neutral,3,3.0,4.0,3.0,3.0,3.0,2.0
Marriott-International,a lot of opportunities for growth,really nothing bad to share it was a great company to work for,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
Aon,multi national good working environment,difficult structure poor cross selling model,Positive,4,1.0,3.0,3.0,3.0,3.0,3.0
Holiday-Inn,nothing worth mentioning have a few genuinely caring people,if you are british or from western europe you are more likely to get promoted into higher positions regardless of your experience management and hr has no respect for their employees management can get away with bullying staff lowest salaries compared to the industry extra hours with no pay job description can get easily changed to cover multiple vacancies with no extra pay work environment not safe in terms of both security and health safety staff uniform is a disgrace preferential treatment depending on your looks accent and nationality,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Harris-Federation,work for a good cause,senior leaders will squeeze every ounce of energy they can from you,Negative,2,1.0,2.0,3.0,4.0,1.0,1.0
Iron-Mountain-Inc,company constantly evolves with the ever changing world as they are always thinking outside of the box company is always training their employees to keep them up to date,constant evolution as well as purchasing of the companies largest international competitor meant too many employees and layoffs were unavoidable,Neutral,3,4.0,4.0,3.0,4.0,5.0,4.0
Co-op,good honest people at the bottom,tyrannical dictatorship from management at all levels only motivation is fear of making a mistake,Negative,2,4.0,1.0,3.0,1.0,1.0,2.0
RSM,consulting has some amazing partners and management they listen care and are highly supportive to hear your ideas and comments the firm is growing and its only getting better a true worklife balance it has the potential to be whatever you want it to be also very family friendly,i think the only thing i really didnt care for was the dental insurance provider if thats my only grip i consider that pretty good,Positive,5,5.0,5.0,3.0,5.0,4.0,5.0
Booking-com,amsterdam is a nice city to live in,leadership is the worst ive seen middle management is useless developers are average at best,Negative,2,3.0,1.0,3.0,2.0,2.0,2.0
University-of-Sheffield,brilliant management wellbeing support and development,no cons for working here that i would raise,Positive,5,5.0,5.0,5.0,4.0,5.0,5.0
Marriott-International,supportive management very friendly colleague,very few promotion opportunities for short term,Positive,4,4.0,5.0,5.0,3.0,4.0,5.0
Citi,thinly staffed so there are many direct opportunities to influence the business,career development is toughalmost no promotion opportunities even for highly rated staff,Negative,2,3.0,2.0,3.0,2.0,3.0,2.0
AstraZeneca,met some of the best and brightest people here the company has a great loyal work force despite the constant change,a growing feeling that commitment to the company is old fashioned petty cost cutting has made it difficult to attend conferences seminars etc to keep on top of the latest developments allowing scientists to innovate and try ideas would work in any location,Neutral,3,3.0,2.0,3.0,3.0,4.0,2.0
Deloitte,great teams of folks good benefits great culture at the time was part of a reduction in work force had a boss that was extremely cool,politics you are just a number to people making decisions on who to cut my boss had zero say in whether or not i was to be let go or not,Positive,4,3.0,3.0,3.0,3.0,4.0,3.0
KPMG,very few you work like a dog all hours company prizes quantity over quality does not know what quality means pays lip service to values,admin staff treated like shite,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Vodafone,excellent maternity and paternity leave policies no face time manageable workload,salary lower than average across industry,Positive,5,5.0,5.0,5.0,4.0,4.0,5.0
McDonald-s,great staff close to all the big cities and great plaza to work in it has a kroger and has not to mention other commodities close by including pizza,secluded city if you dont have a car daily good pay only there are no employee benefits other than pay,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Apple,it is a fun environment the teams are passionate and intelligent pay is great considering it is retail and no one will complain about the discounts,while development is a focus movementpromotion is slow this particular role lacks clarity and varies store to store its a very simple position but so much more responsibility can be given to make an expert feel more like a leader and less like another sales person,Neutral,3,3.0,5.0,3.0,3.0,4.0,4.0
Deloitte,nothing much except unlimited leave but you wont have time to take leave,be surprised that anyone can claimed as subject matter experts the quality of work is a big question mark,Negative,2,1.0,1.0,3.0,1.0,2.0,1.0
Oracle,lots of learning work life balance friendly environment onsite opportunity depending upon your line of technology,no hike for years,Positive,4,4.0,5.0,3.0,5.0,2.0,3.0
Barclays,good knowledgeable peer group and salary,work pressure less job security,Neutral,3,2.0,3.0,3.0,3.0,3.0,3.0
J-P-Morgan,good company with great culture and talents,cannot think of it for now,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
J-P-Morgan,pay location work work culture,bonuses are decreasing every year and the promotion processes are horrendous,Positive,5,5.0,4.0,3.0,5.0,4.0,4.0
EY,benefits and bonuses from rac,none that i can think of,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
University-of-Bath,great pay and good relationship between staff members flexible hours,have to do very late shifts,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
PwC,good pay nice colleagues and supportive managers,work life not balanced and very busy in peak seasons,Positive,4,1.0,3.0,3.0,4.0,4.0,3.0
PwC,salary is pretty high for the responsabilities you have,schedules timetable no flexibilty or work life balance,Negative,2,1.0,3.0,3.0,4.0,4.0,3.0
Pizza-Hut,the scent of pizza wafting through the air,wages could be better i suppose,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Microsoft,good pay and very good package working for a leading software company sort of,senior management are clueless about the direction the product is heading no vision of where to go expect copy other companys ideas its always if they do something we must do it too its never we should do this before anyone else work environment is very political many decisions are based not on performance but just whos in power and who likes who lots of dependency and repetition start a project finish then scrap it then start again review process is horrible forces people to be in lower which makes mangers come up with excuses to put you lower in the scale and if you ever get on that list good luck trying to convince your managers you dont belong best to start looking for a job immediately this is an old outdated company full to politics and people who just care about climbing the corporate ladder instead of delivering good software oh and if management ever makes a mistake ics watch out you will be on the chopping block,Negative,2,4.0,3.0,3.0,2.0,5.0,1.0
Bloomberg-L-P,good compensation and benefits perks et al why oh why oh why oh why is there a word minimum,not a lot of room for growth heavily beaurocratic large legacy code base business seems to be clueless to client needs,Neutral,3,4.0,3.0,3.0,2.0,4.0,2.0
KPMG,learning decent training ground lots of young people,terrible pay work solid hours did i say terrible pay,Negative,2,2.0,2.0,4.0,3.0,1.0,1.0
BP,i met a lot of friends at my time working for bp the hours are reasonable and for the job the pay is good flexible working times could be established with managers in good notice and by liaising with other workers,none i enjoyed my time working with bp,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
HSBC-Holdings,good stepping stone amazing name on your cv opens a lot of doors great training programs and a nice transparent corporate environment,management is unbelievably incompetent hr department is useless and the pay is at a at best mediocre its good to start there if you can get in but the bureaucracy and the i said so management style paired with the financial scandals and approval process will gut this place sooner rather than later horrible experience especially emaar square,Negative,2,1.0,3.0,3.0,2.0,3.0,1.0
IBM,great learning opportunities focus on career enhancement,sometimes it takes time to bring the materials,Positive,4,3.0,4.0,4.0,4.0,4.0,3.0
McDonald-s,good hours very flexible surrounding other commitments good training provided to help you understand the background and ins and outs of supervising,no penalty rates no incentives need more emphasis on safety and security not just selling food need more ongoing training,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
